return_id,order_id,return_date,return_reason,refund_status,refund_amount
801433,500974,2024-06-15,Size Issue,Refunded,209820.13
801434,505183,2025-06-01,Size Issue,Refunded,729.92
801435,506742,2025-08-09,Changed Mind,Refunded,1146.02
801436,502221,2025-06-05,Size Issue,Refunded,1461.44
801437,516960,2024-08-06,Damaged,Refunded,212.01
801438,509790,2025-09-10,Quality Issue,Refunded,30584.89
801439,511567,2024-07-19,Quality Issue,Refunded,91906.99
801440,509480,2024-09-21,Wrong Item,Refunded,30717.05
801441,513688,2024-06-02,Wrong Item,Refunded,3384.61
801442,503387,2025-01-13,Changed Mind,Refunded,5806.29
801443,516502,2025-09-10,Quality Issue,Refunded,67917.96
801444,517223,2025-10-31,Quality Issue,Refunded,1520.84
801445,501068,2024-03-08,Size Issue,Refunded,1725.09
801446,515325,2024-11-24,Size Issue,Refunded,957.83
801447,501748,2024-02-01,Damaged,Refunded,39768.91
801448,513045,2024-05-08,Changed Mind,Refunded,1869.57
801449,514874,2025-12-14,Quality Issue,Refunded,4336.01
801450,514834,2025-06-08,Quality Issue,Refunded,8454.68
801451,503647,2025-01-11,Wrong Item,Refunded,429.3
801452,510019,2025-06-12,Quality Issue,Refunded,472.42
801453,515550,2024-02-28,Wrong Item,Refunded,10815.9
801454,500493,2024-02-20,Damaged,Refunded,2173.96
801455,512946,2024-07-21,Size Issue,Processing,9269.29
801456,516578,2025-03-17,Damaged,Refunded,3838.74
801457,504175,2025-11-21,Quality Issue,Refunded,11981.03
801458,508523,2024-06-14,Size Issue,Refunded,12663.02
801459,514363,2024-09-17,Wrong Item,Refunded,11354.72
801460,500872,2024-06-29,Quality Issue,Refunded,7978.16
801461,507390,2024-06-14,Changed Mind,Refunded,12749.29
801462,511471,2025-12-30,Changed Mind,Refunded,34420.8
801463,500312,2025-06-23,Quality Issue,Refunded,16394.87
801464,512646,2025-12-08,Changed Mind,Refunded,16831.72
801465,507381,2025-11-03,Size Issue,Refunded,1139.67
801466,514034,2025-12-22,Damaged,Refunded,10993.43
801467,516198,2024-06-05,Size Issue,Refunded,1251.2
801468,506704,2024-10-29,Wrong Item,Processing,1065.56
801469,509761,2025-01-13,Damaged,Refunded,3107.58
801470,508994,2024-12-22,Size Issue,Refunded,102799.17
801471,506645,2024-04-05,Damaged,Refunded,134201.6
801472,516720,2024-09-05,Quality Issue,Refunded,4693.88
801473,501727,2025-02-13,Quality Issue,Refunded,3591.14
801474,507951,2024-10-03,Wrong Item,Refunded,5046.76
801475,504157,2025-03-19,Damaged,Refunded,2679.24
801476,501346,2025-11-06,Size Issue,Refunded,43253.73
801477,505535,2024-07-25,Changed Mind,Refunded,257.82
801478,506941,2024-12-07,Wrong Item,Refunded,58457.76
801479,513621,2025-04-30,Size Issue,Refunded,10537.01
801480,505957,2025-07-02,Size Issue,Refunded,11197.41
801481,501631,2025-03-13,Size Issue,Refunded,22640.83
801482,508698,2025-03-07,Wrong Item,Refunded,1366.26
801483,517611,2024-02-12,Size Issue,Refunded,22208.64
801484,514213,2025-08-21,Size Issue,Processing,5259.84
801485,514231,2025-03-02,Size Issue,Refunded,22190.29
801486,516279,2024-10-01,Changed Mind,Refunded,4322.92
801487,509176,2024-04-29,Changed Mind,Refunded,11826.3
801488,509776,2024-04-06,Changed Mind,Processing,36483.54
801489,515865,2024-06-19,Changed Mind,Refunded,8375.03
801490,509492,2024-10-27,Size Issue,Refunded,4215.96
801491,510640,2024-05-29,Quality Issue,Refunded,12410.96
801492,500384,2024-06-21,Wrong Item,Refunded,717.14
801493,517053,2025-08-01,Size Issue,Refunded,34905.71
801494,516832,2024-12-09,Quality Issue,Refunded,7395.46
801495,514541,2024-12-21,Size Issue,Refunded,3387.67
801496,504182,2024-10-30,Quality Issue,Refunded,4712.75
801497,507254,2025-05-30,Wrong Item,Refunded,21024.41
801498,517582,2025-12-11,Damaged,Refunded,12443.24
801499,508319,2024-09-04,Quality Issue,Refunded,4631.95
801500,501917,2025-07-16,Changed Mind,Refunded,11268.94
801501,513575,2025-05-15,Size Issue,Refunded,32157.3
801502,504644,2024-03-24,Size Issue,Refunded,15734.57
801503,513819,2025-05-07,Quality Issue,Refunded,4304.28
801504,513702,2025-01-17,Damaged,Refunded,248604.05
801505,514127,2025-10-12,Size Issue,Refunded,4291.41
801506,513424,2024-11-02,Damaged,Refunded,7515.74
801507,506922,2025-08-16,Quality Issue,Refunded,53642.62
801508,504442,2025-07-11,Changed Mind,Refunded,2053.9
801509,512786,2024-07-12,Quality Issue,Refunded,5104.14
801510,514747,2024-11-03,Damaged,Processing,1705.19
801511,510191,2025-05-14,Quality Issue,Refunded,31663.44
801512,517285,2025-05-27,Size Issue,Refunded,619.87
801513,511310,2025-11-25,Changed Mind,Refunded,570.9
801514,517470,2025-10-17,Size Issue,Refunded,7931.3
801515,507102,2025-02-15,Wrong Item,Refunded,70665.94
801516,515892,2024-09-24,Changed Mind,Refunded,577.8
801517,509117,2024-05-10,Size Issue,Refunded,275.35
801518,513683,2024-12-01,Damaged,Refunded,11697.39
801519,502896,2024-01-25,Quality Issue,Refunded,1486.48
801520,506920,2025-09-05,Size Issue,Refunded,2866.84
801521,508896,2024-02-24,Damaged,Processing,12075.6
801522,506728,2024-06-10,Size Issue,Refunded,4930.45
801523,510855,2025-06-09,Quality Issue,Refunded,24039.44
801524,505132,2026-01-28,Wrong Item,Refunded,11212.68
801525,514714,2025-07-28,Size Issue,Refunded,11034.66
801526,510506,2024-01-20,Quality Issue,Refunded,10569.45
801527,512273,2025-03-06,Size Issue,Processing,21311.14
801528,503745,2024-12-14,Size Issue,Refunded,64598.57
801529,516074,2024-12-03,Quality Issue,Refunded,36909.19
801530,509160,2024-02-19,Size Issue,Processing,12795.85
801531,501937,2025-06-17,Size Issue,Processing,2255.03
801532,508214,2025-05-18,Changed Mind,Refunded,3724.22
801533,500861,2026-01-19,Changed Mind,Refunded,2431.05
801534,500882,2024-08-22,Quality Issue,Refunded,4412.65
801535,513318,2024-07-15,Size Issue,Refunded,931.94
801536,512048,2024-11-09,Size Issue,Refunded,5515.98
801537,514443,2025-03-17,Size Issue,Refunded,8657.5
801538,514550,2024-02-06,Changed Mind,Refunded,674.97
801539,502857,2024-06-20,Quality Issue,Refunded,7620.33
801540,505486,2024-04-29,Size Issue,Refunded,124375.37
801541,505849,2025-02-19,Quality Issue,Refunded,1281.11
801542,504134,2025-11-05,Quality Issue,Refunded,9975.97
801543,513287,2024-03-18,Wrong Item,Refunded,1507.49
801544,509815,2025-03-18,Changed Mind,Refunded,2367.15
801545,502850,2025-06-20,Damaged,Processing,7450.64
801546,501183,2025-11-27,Quality Issue,Refunded,3418.55
801547,515982,2025-01-04,Quality Issue,Refunded,4157.29
801548,502442,2024-10-27,Damaged,Refunded,2146.49
801549,515864,2024-05-09,Changed Mind,Processing,8567.24
801550,508459,2025-04-28,Damaged,Refunded,513.44
801551,517092,2025-12-11,Wrong Item,Refunded,13489.5
801552,508676,2025-02-25,Size Issue,Refunded,3525.11
801553,505002,2025-01-28,Size Issue,Refunded,7074.04
801554,505460,2025-08-27,Damaged,Refunded,15394.95
801555,503049,2024-05-10,Changed Mind,Refunded,13362.07
801556,500764,2025-06-25,Damaged,Refunded,6465.79
801557,502128,2025-04-11,Size Issue,Refunded,3499.13
801558,512360,2025-08-27,Size Issue,Refunded,8428.0
801559,515402,2024-12-08,Changed Mind,Refunded,76208.03
801560,516875,2025-05-16,Changed Mind,Refunded,10587.49
801561,507794,2025-09-10,Changed Mind,Processing,5926.84
801562,511624,2025-06-24,Wrong Item,Refunded,589.87
801563,517605,2024-08-18,Size Issue,Refunded,1007.42
801564,510525,2025-06-29,Size Issue,Refunded,1700.66
801565,503326,2024-07-15,Quality Issue,Processing,14368.56
801566,512699,2024-06-25,Size Issue,Refunded,11910.32
801567,501161,2025-09-10,Size Issue,Processing,616.51
801568,508351,2025-12-12,Quality Issue,Refunded,8891.46
801569,514150,2025-09-25,Quality Issue,Refunded,60558.77
